Model,Outer Repeat,Fold,Experiment,Density,Cutting Speed,Feed Rate,Experiment ID,MAE,MSE,RMSE,Window Count
LSTM,1,5,"(20, 63, 20, 2)",20,63,20,2,3.1188862323760986,20.966373443603516,4.578905266939197,179
LSTM,1,5,"(20, 100, 15, 1)",20,100,15,1,10.221064567565918,124.94021606445312,11.177665948866656,179
LSTM,1,5,"(20, 100, 20, 2)",20,100,20,2,5.008638858795166,31.61838150024414,5.623022452404413,179
LSTM,1,5,"(25, 10, 10, 1)",25,10,10,1,14.439669609069824,250.38343811035156,15.823509032776249,179
LSTM,1,5,"(25, 16, 10, 1)",25,16,10,1,10.1719331741333,216.36013793945312,14.70918549544648,179
LSTM,1,5,"(25, 16, 20, 1)",25,16,20,1,5.204990386962891,46.30937576293945,6.8050992471042955,179
LSTM,1,5,"(25, 25, 15, 2)",25,25,15,2,5.904148101806641,47.16690444946289,6.867816570749607,179
LSTM,1,5,"(25, 25, 20, 2)",25,25,20,2,8.43908977508545,115.50765991210938,10.747448995557475,179
LSTM,1,5,"(25, 40, 10, 2)",25,40,10,2,5.9595046043396,78.80017852783203,8.87694646417517,179
LSTM,1,5,"(25, 40, 15, 2)",25,40,15,2,15.562277793884277,271.9582214355469,16.491155855049907,179
LSTM,1,5,"(25, 63, 10, 2)",25,63,10,2,2.996121644973755,11.820984840393066,3.438165912284203,179
LSTM,1,5,"(25, 63, 15, 2)",25,63,15,2,5.373039722442627,38.681339263916016,6.219432390814777,179
LSTM,1,5,"(25, 100, 10, 2)",25,100,10,2,14.200397491455078,242.0998992919922,15.559559739658194,179
GRU,1,5,"(10, 10, 20, 3)",10,10,20,3,4.081127166748047,20.38351821899414,4.514810983750498,92
GRU,1,5,"(10, 16, 10, 1)",10,16,10,1,2.3891751766204834,9.32750415802002,3.0540962915435426,92
GRU,1,5,"(10, 16, 20, 1)",10,16,20,1,2.7753217220306396,10.503369331359863,3.2408902066191416,92
GRU,1,5,"(10, 25, 10, 2)",10,25,10,2,2.8673534393310547,11.169809341430664,3.342126469993418,92
GRU,1,5,"(10, 25, 15, 2)",10,25,15,2,1.7687122821807861,4.970444202423096,2.229449304743908,92
GRU,1,5,"(10, 40, 15, 3)",10,40,15,3,7.246509075164795,55.374454498291016,7.441401380001687,92
GRU,1,5,"(10, 40, 20, 3)",10,40,20,3,1.5802589654922485,6.241241455078125,2.4982476768883677,92
GRU,1,5,"(15, 10, 15, 1)",15,10,15,1,5.6863932609558105,42.7855224609375,6.541064321724523,92
GRU,1,5,"(15, 10, 20, 2)",15,10,20,2,1.8749830722808838,5.803956985473633,2.4091403000808467,92
GRU,1,5,"(15, 16, 15, 3)",15,16,15,3,2.6581742763519287,10.363090515136719,3.219175440254339,92
GRU,1,5,"(15, 16, 20, 3)",15,16,20,3,1.3751460313796997,2.815523147583008,1.6779520695130143,92
GRU,1,5,"(15, 25, 15, 2)",15,25,15,2,4.500611782073975,26.56981658935547,5.1545917965786066,92
GRU,1,5,"(15, 25, 20, 1)",15,25,20,1,6.2742228507995605,52.80024337768555,7.2663775966904955,92
GRU,1,5,"(15, 40, 10, 1)",15,40,10,1,4.607260704040527,27.362232208251953,5.230892104436102,92
GRU,1,5,"(15, 40, 15, 1)",15,40,15,1,3.6852970123291016,20.269933700561523,4.502214310821012,92
GRU,1,5,"(15, 63, 10, 3)",15,63,10,3,6.441244602203369,46.43538284301758,6.814351241535586,92
GRU,1,5,"(15, 100, 10, 3)",15,100,10,3,1.3973854780197144,3.6870124340057373,1.9201594813988074,92
GRU,1,5,"(15, 100, 15, 2)",15,100,15,2,9.515819549560547,93.61886596679688,9.675684263492524,92
GRU,1,5,"(15, 100, 20, 3)",15,100,20,3,1.5014734268188477,3.6577248573303223,1.912517936472838,92
GRU,1,5,"(20, 10, 10, 1)",20,10,10,1,63.82154846191406,5089.28076171875,71.33919512945707,92
GRU,1,5,"(20, 10, 20, 3)",20,10,20,3,6.736649036407471,89.71432495117188,9.471764616541728,92
GRU,1,5,"(20, 16, 10, 3)",20,16,10,3,5.859133720397949,51.571693420410156,7.1813434272711225,92
GRU,1,5,"(20, 25, 10, 2)",20,25,10,2,15.39638614654541,284.7568054199219,16.8747386770854,92
GRU,1,5,"(20, 40, 10, 2)",20,40,10,2,6.318045616149902,50.1049919128418,7.078487967980294,92
GRU,1,5,"(20, 63, 10, 2)",20,63,10,2,9.241905212402344,131.17623901367188,11.453219591611429,92
GRU,1,5,"(20, 63, 15, 1)",20,63,15,1,2.7125675678253174,12.123468399047852,3.4818771372706205,92
GRU,1,5,"(20, 63, 20, 2)",20,63,20,2,4.848180294036865,31.055566787719727,5.572752173542237,92
GRU,1,5,"(20, 100, 15, 1)",20,100,15,1,10.056591987609863,115.19762420654297,10.733015615685229,92
GRU,1,5,"(20, 100, 20, 2)",20,100,20,2,2.9168124198913574,14.23466968536377,3.7728861214412195,92
GRU,1,5,"(25, 10, 10, 1)",25,10,10,1,9.298447608947754,133.45066833496094,11.5520850211103,92
GRU,1,5,"(25, 16, 10, 1)",25,16,10,1,26.546411514282227,899.39306640625,29.989882734119686,92
GRU,1,5,"(25, 16, 20, 1)",25,16,20,1,14.579389572143555,359.6708984375,18.96499139038824,92
GRU,1,5,"(25, 25, 15, 2)",25,25,15,2,7.144559860229492,68.29016876220703,8.263786587406951,92
GRU,1,5,"(25, 25, 20, 2)",25,25,20,2,11.77077579498291,160.3990478515625,12.664874569120789,92
GRU,1,5,"(25, 40, 10, 2)",25,40,10,2,5.931015491485596,55.949344635009766,7.479929453879212,92
GRU,1,5,"(25, 40, 15, 2)",25,40,15,2,16.586288452148438,367.2317810058594,19.163292540841184,92
GRU,1,5,"(25, 63, 10, 2)",25,63,10,2,5.476624011993408,48.31595993041992,6.950968272868171,92
GRU,1,5,"(25, 63, 15, 2)",25,63,15,2,3.7178232669830322,22.82611083984375,4.777667929005086,92
GRU,1,5,"(25, 100, 10, 2)",25,100,10,2,16.55006980895996,311.05389404296875,17.63672004775743,92
RNN,1,5,"(10, 10, 20, 3)",10,10,20,3,2.2634873390197754,7.302127361297607,2.7022448744141614,179
RNN,1,5,"(10, 16, 10, 1)",10,16,10,1,3.984053373336792,23.60489273071289,4.858486670838245,179
RNN,1,5,"(10, 16, 20, 1)",10,16,20,1,4.425511837005615,22.365264892578125,4.729192837322044,179
RNN,1,5,"(10, 25, 10, 2)",10,25,10,2,3.649488687515259,20.03818702697754,4.476403358386903,179
RNN,1,5,"(10, 25, 15, 2)",10,25,15,2,4.383217811584473,19.98876190185547,4.4708793208781055,179
RNN,1,5,"(10, 40, 15, 3)",10,40,15,3,1.0734963417053223,1.9332022666931152,1.3903964422757689,179
RNN,1,5,"(10, 40, 20, 3)",10,40,20,3,10.014416694641113,101.06859588623047,10.053287814751474,179
RNN,1,5,"(15, 10, 15, 1)",15,10,15,1,3.738044500350952,19.90351676940918,4.461335760667334,179
RNN,1,5,"(15, 10, 20, 2)",15,10,20,2,4.9567341804504395,33.41754913330078,5.780791393338872,179
RNN,1,5,"(15, 16, 15, 3)",15,16,15,3,2.700563669204712,14.303781509399414,3.782034043923906,179
RNN,1,5,"(15, 16, 20, 3)",15,16,20,3,4.880139350891113,35.090023040771484,5.9236832326493865,179
RNN,1,5,"(15, 25, 15, 2)",15,25,15,2,7.031259059906006,57.51507568359375,7.583869440041393,179
RNN,1,5,"(15, 25, 20, 1)",15,25,20,1,10.957401275634766,140.05239868164062,11.834373607489356,179
RNN,1,5,"(15, 40, 10, 1)",15,40,10,1,11.176758766174316,135.2349395751953,11.629055833351018,179
RNN,1,5,"(15, 40, 15, 1)",15,40,15,1,2.3346352577209473,10.351733207702637,3.217410947905573,179
RNN,1,5,"(15, 63, 10, 3)",15,63,10,3,1.8817847967147827,4.866911888122559,2.2061078595849657,179
RNN,1,5,"(15, 100, 10, 3)",15,100,10,3,8.077726364135742,68.75896453857422,8.292102540283388,179
RNN,1,5,"(15, 100, 15, 2)",15,100,15,2,1.953373908996582,5.6677398681640625,2.380701549578204,179
RNN,1,5,"(15, 100, 20, 3)",15,100,20,3,11.015323638916016,128.62351989746094,11.341230969231733,179
RNN,1,5,"(20, 10, 10, 1)",20,10,10,1,60.110416412353516,4054.363037109375,63.67388033651927,179
RNN,1,5,"(20, 10, 20, 3)",20,10,20,3,5.375761032104492,39.42432403564453,6.27887920218605,179
RNN,1,5,"(20, 16, 10, 3)",20,16,10,3,12.191567420959473,227.35110473632812,15.07816649119939,179
RNN,1,5,"(20, 25, 10, 2)",20,25,10,2,14.514711380004883,224.50619506835938,14.98353079445427,179
RNN,1,5,"(20, 40, 10, 2)",20,40,10,2,7.773134231567383,77.16165924072266,8.784170947831255,179
RNN,1,5,"(20, 63, 10, 2)",20,63,10,2,13.947643280029297,217.37429809570312,14.743618894142074,179
RNN,1,5,"(20, 63, 15, 1)",20,63,15,1,7.4979023933410645,58.336090087890625,7.637806628076586,179
RNN,1,5,"(20, 63, 20, 2)",20,63,20,2,6.420932769775391,47.23324203491211,6.872644471738089,179
RNN,1,5,"(20, 100, 15, 1)",20,100,15,1,1.9216066598892212,4.926183700561523,2.219500777328434,179
RNN,1,5,"(20, 100, 20, 2)",20,100,20,2,15.752887725830078,259.55084228515625,16.110581686741053,179
RNN,1,5,"(25, 10, 10, 1)",25,10,10,1,11.571558952331543,227.3690185546875,15.07876051121867,179
RNN,1,5,"(25, 16, 10, 1)",25,16,10,1,18.257753372192383,379.5778503417969,19.48275777044402,179
RNN,1,5,"(25, 16, 20, 1)",25,16,20,1,15.618807792663574,344.90386962890625,18.571587698118496,179
RNN,1,5,"(25, 25, 15, 2)",25,25,15,2,5.712985515594482,48.92816925048828,6.994867350456925,179
RNN,1,5,"(25, 25, 20, 2)",25,25,20,2,10.78385066986084,201.24745178222656,14.186171145951489,179
RNN,1,5,"(25, 40, 10, 2)",25,40,10,2,7.801893711090088,86.50439453125,9.300773867332223,179
RNN,1,5,"(25, 40, 15, 2)",25,40,15,2,18.339223861694336,518.9129638671875,22.779661188595135,179
RNN,1,5,"(25, 63, 10, 2)",25,63,10,2,11.249740600585938,173.9207763671875,13.187902652324498,179
RNN,1,5,"(25, 63, 15, 2)",25,63,15,2,6.701448917388916,80.16236877441406,8.9533439995576,179
RNN,1,5,"(25, 100, 10, 2)",25,100,10,2,26.864173889160156,770.4186401367188,27.75641619764192,179
TCN,1,5,"(10, 10, 20, 3)",10,10,20,3,2.942471742630005,10.118908882141113,3.18102324451443,92
TCN,1,5,"(10, 16, 10, 1)",10,16,10,1,3.0829384326934814,12.775703430175781,3.5743116022775325,92
TCN,1,5,"(10, 16, 20, 1)",10,16,20,1,2.77596378326416,11.71944522857666,3.4233675275343516,92
TCN,1,5,"(10, 25, 10, 2)",10,25,10,2,2.5674569606781006,9.305594444274902,3.050507243766994,92
TCN,1,5,"(10, 25, 15, 2)",10,25,15,2,2.1811301708221436,8.742585182189941,2.956786292952188,92
TCN,1,5,"(10, 40, 15, 3)",10,40,15,3,3.966742515563965,21.255109786987305,4.610326429547837,92
TCN,1,5,"(10, 40, 20, 3)",10,40,20,3,5.228552341461182,27.987306594848633,5.290303072116817,92
TCN,1,5,"(15, 10, 15, 1)",15,10,15,1,6.1763224601745605,48.45793533325195,6.961173416404159,92
TCN,1,5,"(15, 10, 20, 2)",15,10,20,2,3.2555222511291504,14.145395278930664,3.761036463387541,92
TCN,1,5,"(15, 16, 15, 3)",15,16,15,3,5.527749538421631,36.13515090942383,6.01125202511289,92
TCN,1,5,"(15, 16, 20, 3)",15,16,20,3,4.833621978759766,27.8004207611084,5.272610431381063,92
TCN,1,5,"(15, 25, 15, 2)",15,25,15,2,4.2458953857421875,20.471036911010742,4.52449300043781,92
TCN,1,5,"(15, 25, 20, 1)",15,25,20,1,2.6836042404174805,11.036208152770996,3.3220788902088096,92
TCN,1,5,"(15, 40, 10, 1)",15,40,10,1,2.103771448135376,7.067275524139404,2.658434788393239,92
TCN,1,5,"(15, 40, 15, 1)",15,40,15,1,5.793399810791016,41.43213653564453,6.436779981919883,92
TCN,1,5,"(15, 63, 10, 3)",15,63,10,3,6.627951145172119,48.718589782714844,6.979870327070184,92
TCN,1,5,"(15, 100, 10, 3)",15,100,10,3,2.1988866329193115,8.240233421325684,2.870580676679491,92
TCN,1,5,"(15, 100, 15, 2)",15,100,15,2,6.003046989440918,39.1370735168457,6.2559630367231,92
TCN,1,5,"(15, 100, 20, 3)",15,100,20,3,1.5590873956680298,4.404259204864502,2.0986326988933777,92
TCN,1,5,"(20, 10, 10, 1)",20,10,10,1,56.032466888427734,4438.6279296875,66.62302852383326,92
TCN,1,5,"(20, 10, 20, 3)",20,10,20,3,10.388837814331055,163.5245361328125,12.787671255268197,92
TCN,1,5,"(20, 16, 10, 3)",20,16,10,3,10.69260025024414,152.73231506347656,12.358491617648028,92
TCN,1,5,"(20, 25, 10, 2)",20,25,10,2,7.5943922996521,111.15753173828125,10.543127227643668,92
TCN,1,5,"(20, 40, 10, 2)",20,40,10,2,4.974602222442627,39.84554672241211,6.312332906494405,92
TCN,1,5,"(20, 63, 10, 2)",20,63,10,2,4.505967617034912,39.3550910949707,6.273363618902598,92
TCN,1,5,"(20, 63, 15, 1)",20,63,15,1,3.1093173027038574,13.86351203918457,3.723373744225064,92
TCN,1,5,"(20, 63, 20, 2)",20,63,20,2,5.092507362365723,45.14922332763672,6.719317177186736,92
TCN,1,5,"(20, 100, 15, 1)",20,100,15,1,10.955619812011719,161.3975830078125,12.704234845429003,92
TCN,1,5,"(20, 100, 20, 2)",20,100,20,2,2.231114625930786,8.251988410949707,2.872627440332231,92
TCN,1,5,"(25, 10, 10, 1)",25,10,10,1,13.216163635253906,260.85174560546875,16.150905411321954,92
TCN,1,5,"(25, 16, 10, 1)",25,16,10,1,17.22762107849121,539.9447021484375,23.236710226459284,92
TCN,1,5,"(25, 16, 20, 1)",25,16,20,1,7.737249851226807,93.64067077636719,9.67681098174224,92
TCN,1,5,"(25, 25, 15, 2)",25,25,15,2,5.6766886711120605,55.50606155395508,7.450239026632305,92
TCN,1,5,"(25, 25, 20, 2)",25,25,20,2,12.655375480651855,205.2886962890625,14.327899228046745,92
TCN,1,5,"(25, 40, 10, 2)",25,40,10,2,11.627093315124512,321.22113037109375,17.92264295161553,92
TCN,1,5,"(25, 40, 15, 2)",25,40,15,2,13.850873947143555,226.76080322265625,15.058579057223701,92
TCN,1,5,"(25, 63, 10, 2)",25,63,10,2,5.4759979248046875,42.4448356628418,6.514970119873291,92
TCN,1,5,"(25, 63, 15, 2)",25,63,15,2,4.1670026779174805,30.003520965576172,5.477546984333057,92
TCN,1,5,"(25, 100, 10, 2)",25,100,10,2,12.524810791015625,179.6986083984375,13.405170957449126,92
